Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Predicted_global_active_power
0.3,0.114,244.01,1.2,0.0,0.0,0.0,0.29646815440115426
0.394,0.216,243.45,1.8,0.0,0.0,0.0,0.37552135714285717
0.382,0.22,243.95,1.8,0.0,0.0,0.0,0.3802802395382397
0.342,0.162,243.44,1.6,0.0,0.0,0.0,0.34804991666666674
0.286,0.08,243.36,1.2,0.0,0.0,0.0,0.2807748144078145
0.286,0.082,243.75,1.2,0.0,0.0,0.0,0.28287397710622714
0.284,0.08,243.64,1.2,0.0,0.0,0.0,0.2798805009157509
0.282,0.08,243.4,1.2,0.0,0.0,0.0,0.2802010921855922
0.282,0.084,244.3,1.2,0.0,0.0,0.0,0.2809165088522589
0.228,0.0,245.45,1.0,0.0,0.0,0.0,0.22845688636363604
0.204,0.0,244.69,0.8,0.0,0.0,0.0,0.20383718761793765
0.202,0.0,243.54,0.8,0.0,0.0,0.0,0.20635984920634917
0.202,0.0,243.56,0.8,0.0,0.0,0.0,0.20365581349206366
0.2,0.0,243.18,0.8,0.0,0.0,0.0,0.2028558722943723
0.202,0.0,243.11,0.8,0.0,0.0,0.0,0.20275550432900435
0.2,0.0,242.93,0.8,0.0,0.0,0.0,0.20202573953823966
0.206,0.0,243.4,0.8,0.0,0.0,0.0,0.2049495865800866
0.21,0.0,244.13,0.8,0.0,0.0,0.0,0.20463257539682547
0.21,0.0,244.2,0.8,0.0,0.0,0.0,0.20868843001443008
0.208,0.0,243.47,0.8,0.0,0.0,0.0,0.20552989213564213
0.206,0.0,242.13,0.8,0.0,0.0,0.0,0.20349992460317476
0.204,0.0,241.55,0.8,0.0,0.0,0.0,0.20113828968253977
0.198,0.0,241.9,0.8,0.0,0.0,0.0,0.20113828968253977
0.2,0.0,242.73,0.8,0.0,0.0,0.0,0.20118238961038976
0.2,0.0,243.31,0.8,0.0,0.0,0.0,0.20556871031746038
0.2,0.0,242.75,0.8,0.0,0.0,0.0,0.20118238961038976
0.2,0.0,242.44,0.8,0.0,0.0,0.0,0.2047204960317461
0.2,0.0,242.21,0.8,0.0,0.0,0.0,0.20203499603174616
0.2,0.0,242.45,0.8,0.0,0.0,0.0,0.2047204960317461
0.198,0.0,242.03,0.8,0.0,0.0,0.0,0.20254138492063492
0.298,0.074,241.34,1.4,0.0,0.0,0.0,0.3097552777777777
0.314,0.104,241.86,1.4,0.0,0.0,0.0,0.3221666937229437
0.314,0.108,242.54,1.4,0.0,0.0,0.0,0.31289419444444433
0.314,0.112,243.76,1.4,0.0,0.0,0.0,0.31545555483405463
0.306,0.112,243.93,1.4,0.0,0.0,0.0,0.3092391699134199
0.382,0.208,244.97,1.8,0.0,0.0,0.0,0.37868635225885244
0.392,0.252,246.09,1.8,0.0,1.0,0.0,0.38861963528138543
0.39,0.252,246.17,1.8,0.0,2.0,0.0,0.38964494624819623
0.388,0.25,245.76,1.8,0.0,1.0,0.0,0.38876253968253977
0.386,0.248,245.61,1.8,0.0,2.0,0.0,0.3872718702686202
0.39,0.254,246.72,1.8,0.0,1.0,0.0,0.3923363704906204
0.388,0.252,246.22,1.8,0.0,1.0,0.0,0.3890673986291487
0.386,0.25,246.09,1.8,0.0,2.0,0.0,0.38667218650793633
0.344,0.16,245.75,1.6,0.0,1.0,0.0,0.35404091269841276
0.368,0.214,245.48,1.6,0.0,2.0,0.0,0.3636067925685423
0.366,0.212,245.07,1.6,0.0,1.0,0.0,0.3624483311688311
0.366,0.21,244.86,1.6,0.0,1.0,0.0,0.361023977994228
0.364,0.21,244.82,1.6,0.0,2.0,0.0,0.3611795851370849
0.362,0.212,245.09,1.6,0.0,1.0,0.0,0.36265056926406913
0.36,0.214,245.37,1.6,0.0,1.0,0.0,0.3619703510101008
0.356,0.21,244.69,1.6,0.0,2.0,0.0,0.3581231367243866
0.354,0.206,244.18,1.6,0.0,1.0,0.0,0.3539475515873015
0.292,0.112,243.8,1.2,0.0,1.0,0.0,0.2866887889610389
0.286,0.096,243.24,1.2,0.0,2.0,0.0,0.2839122976190476
0.284,0.094,242.72,1.2,0.0,1.0,0.0,0.28514471031746036
0.284,0.096,243.25,1.2,0.0,1.0,0.0,0.2835455198412698
0.284,0.098,243.8,1.2,0.0,1.0,0.0,0.28649998809523775
0.286,0.104,245.25,1.2,0.0,2.0,0.0,0.28767185714285703
0.276,0.088,245.49,1.2,0.0,1.0,0.0,0.2833753015873014
0.212,0.0,245.43,0.8,0.0,0.0,0.0,0.2086595919913422
0.21,0.0,244.47,0.8,0.0,0.0,0.0,0.2075400140692639
0.21,0.0,244.24,0.8,0.0,0.0,0.0,0.20792561255411246
0.21,0.0,244.62,0.8,0.0,0.0,0.0,0.20808013095238098
0.208,0.0,243.82,0.8,0.0,0.0,0.0,0.2072252619047611
0.208,0.0,243.71,0.8,0.0,0.0,0.0,0.20649530158730137
0.208,0.0,243.73,0.8,0.0,0.0,0.0,0.20641343253968242
0.208,0.0,243.79,0.8,0.0,0.0,0.0,0.20450949999999962
0.208,0.0,243.35,0.8,0.0,0.0,0.0,0.2076391031746033
0.208,0.0,244.29,0.8,0.0,0.0,0.0,0.2056164365079365
0.266,0.0,244.87,1.2,0.0,0.0,0.0,0.264888060966811
0.322,0.116,244.73,1.4,0.0,0.0,0.0,0.317506673076923
0.318,0.116,244.79,1.4,0.0,0.0,0.0,0.3172547087912088
0.318,0.118,245.21,1.4,0.0,0.0,0.0,0.3134367647075147
0.316,0.118,245.34,1.4,0.0,0.0,0.0,0.3108956796536795
0.314,0.116,245.01,1.4,0.0,0.0,0.0,0.31411356593406603
0.312,0.118,245.34,1.4,0.0,0.0,0.0,0.3108956796536795
0.308,0.112,243.88,1.4,0.0,0.0,0.0,0.3095241738816738
0.304,0.108,242.9,1.2,0.0,0.0,0.0,0.30002493650793627
0.302,0.106,242.34,1.2,0.0,0.0,0.0,0.2977322896825396
0.3,0.104,242.1,1.2,0.0,0.0,0.0,0.29810294841269824
0.302,0.108,243.01,1.2,0.0,0.0,0.0,0.2997049920634919
0.306,0.118,245.29,1.4,0.0,0.0,0.0,0.3108113636363634
0.286,0.09,245.36,1.2,0.0,0.0,0.0,0.2833598492063492
0.21,0.0,245.29,0.8,0.0,0.0,0.0,0.20709930555555553
0.21,0.0,245.12,0.8,0.0,0.0,0.0,0.2067742027417027
0.208,0.0,244.17,0.8,0.0,0.0,0.0,0.20485690007215013
0.244,0.0,245.21,1.2,0.0,0.0,0.0,0.2602506461038962
0.286,0.084,244.86,1.2,0.0,0.0,0.0,0.27940993253968266
0.288,0.084,245.02,1.2,0.0,0.0,0.0,0.2795667698412697
0.288,0.088,245.47,1.2,0.0,0.0,0.0,0.28361319444444427
0.288,0.088,245.73,1.2,0.0,0.0,0.0,0.2827614920634918
0.288,0.09,246.47,1.2,0.0,0.0,0.0,0.2860637777777776
0.288,0.092,246.63,1.2,0.0,0.0,0.0,0.28730046825396816
0.286,0.09,246.5,1.2,0.0,0.0,0.0,0.2857638333333332
0.284,0.088,245.91,1.2,0.0,0.0,0.0,0.28088772619047603
0.226,0.0,245.3,1.0,0.0,0.0,0.0,0.23015015079365062
0.21,0.0,245.25,0.8,0.0,0.0,0.0,0.20496663888888877
0.208,0.0,244.42,0.8,0.0,0.0,0.0,0.2059398203463203
0.208,0.0,244.46,0.8,0.0,0.0,0.0,0.20748052597402578
0.202,0.0,244.16,0.8,0.0,0.0,0.0,0.20422081709956721
0.202,0.0,245.17,0.8,0.0,0.0,0.0,0.2052729531024531
0.204,0.0,245.76,0.8,0.0,0.0,0.0,0.20621350613275613
0.21,0.0,245.7,0.8,0.0,0.0,0.0,0.20900819696969697
0.21,0.0,245.78,0.8,0.0,0.0,0.0,0.207161898989899
0.208,0.0,245.64,0.8,0.0,0.0,0.0,0.20857922222222186
0.202,0.0,245.62,0.8,0.0,0.0,0.0,0.2063431659451658
0.204,0.0,246.07,0.8,0.0,0.0,0.0,0.20886436255411273
0.21,0.0,245.89,0.8,0.0,0.0,0.0,0.20783644047619057
0.448,0.0,245.49,2.0,0.0,0.0,0.0,0.43937959812409816
0.64,0.116,246.01,2.6,0.0,0.0,0.0,0.6049854523809525
0.676,0.12,246.88,2.8,0.0,0.0,0.0,0.6201005634920638
0.774,0.114,246.32,3.2,0.0,0.0,0.0,0.7199341190476193
1.266,0.112,245.36,5.2,0.0,0.0,0.0,1.1857821333943839
1.424,0.11,245.48,5.8,0.0,0.0,0.0,1.3304226865079365
1.404,0.102,243.55,5.8,0.0,0.0,0.0,1.3462753690476186
1.4,0.102,243.35,5.6,0.0,0.0,0.0,1.3729093174603173
1.384,0.094,241.66,5.6,0.0,0.0,0.0,1.2728544801587303
1.37,0.088,240.22,5.6,0.0,0.0,0.0,1.3378233813131317
1.352,0.084,239.14,5.6,0.0,0.0,0.0,1.3282172146464652
1.358,0.088,239.95,5.6,0.0,0.0,0.0,1.33684411940837
1.238,0.088,239.83,5.2,0.0,0.0,0.0,1.1577983373015877
1.124,0.082,240.2,4.6,0.0,0.0,0.0,1.0633136172438673
1.108,0.0,241.59,4.6,0.0,0.0,0.0,1.0824375277777778
1.074,0.0,242.01,4.4,0.0,0.0,0.0,1.0545786230158725
0.928,0.0,241.27,3.8,0.0,0.0,0.0,0.9165803769841263
0.91,0.0,241.31,3.8,0.0,0.0,0.0,0.9164901785714279
0.902,0.0,240.93,3.6,0.0,0.0,0.0,0.7708013742368743
0.802,0.046,239.89,3.4,0.0,0.0,0.0,0.7526214466089468
0.846,0.0,241.84,3.6,0.0,0.0,0.0,0.7703642750305252
1.05,0.07,241.98,4.2,0.0,0.0,0.0,1.014623154761905
1.09,0.07,242.15,4.4,0.0,0.0,0.0,1.0597450555555552
1.216,0.07,242.0,5.0,0.0,0.0,0.0,1.197150394660895
1.348,0.09,242.97,5.4,0.0,0.0,0.0,1.3194049047619054
0.75,0.1,243.25,3.2,0.0,0.0,0.0,0.7121314653679653
0.656,0.098,242.48,2.6,0.0,0.0,0.0,0.6300659011544011
0.66,0.104,243.91,2.6,0.0,0.0,0.0,0.6461873098845596
0.668,0.104,244.29,2.8,0.0,0.0,0.0,0.648147638888889
0.61,0.0,245.39,2.4,0.0,0.0,0.0,0.5777673366910867
0.596,0.0,244.69,2.4,0.0,0.0,0.0,0.5572415112942614
0.59,0.0,243.65,2.4,0.0,0.0,0.0,0.5564038327228328
0.59,0.0,243.48,2.4,0.0,0.0,0.0,0.5687372851037851
0.582,0.0,243.07,2.4,0.0,0.0,0.0,0.5723865039682537
0.576,0.0,242.14,2.4,0.0,0.0,0.0,0.5509754206349199
0.58,0.0,242.06,2.4,0.0,0.0,0.0,0.571761861111111
0.584,0.0,242.1,2.4,0.0,0.0,0.0,0.563580468253968
0.586,0.0,242.56,2.4,0.0,0.0,0.0,0.5503385158730157
0.584,0.0,242.0,2.4,0.0,0.0,0.0,0.5764949444444445
0.578,0.0,241.71,2.4,0.0,0.0,0.0,0.5734312142857146
0.698,0.124,241.13,3.0,0.0,0.0,0.0,0.6825046969696971
3.258,0.094,239.57,15.6,0.0,0.0,0.0,3.5894734484126998
5.276,0.076,238.01,22.0,0.0,0.0,0.0,5.238681749999999
2.788,0.1,240.63,13.4,0.0,0.0,0.0,3.051273203463204
1.182,0.114,241.43,4.8,0.0,0.0,0.0,1.1322328358585854
1.19,0.108,240.48,4.8,0.0,0.0,0.0,1.1127166626984124
1.564,0.13,239.7,7.0,0.0,0.0,0.0,1.5946747687590181
2.52,0.134,237.97,10.6,0.0,0.0,0.0,2.5078477857142856
1.18,0.11,239.85,5.0,0.0,0.0,0.0,1.180373238095238
1.004,0.152,239.64,4.2,0.0,0.0,0.0,0.9985408015873019
1.208,0.182,238.88,5.0,0.0,0.0,0.0,1.1882415793650791
1.284,0.18,239.36,5.4,0.0,0.0,0.0,1.2373662929292935
1.216,0.182,239.05,5.2,0.0,0.0,0.0,1.1816623113275617
1.578,0.168,238.52,6.6,0.0,0.0,0.0,1.5477213899711402
1.534,0.078,239.33,6.4,0.0,0.0,0.0,1.5194732182539679
1.534,0.078,239.57,6.4,0.0,0.0,0.0,1.5196274206349205
1.528,0.076,239.54,6.4,0.0,0.0,0.0,1.5186610396825393
1.514,0.072,238.18,6.4,0.0,0.0,0.0,1.5140479563492053
1.622,0.172,239.85,6.8,0.0,0.0,0.0,1.5369823055555554
1.74,0.194,242.83,7.2,0.0,0.0,0.0,1.6651423214285719
1.648,0.19,242.24,6.8,0.0,0.0,0.0,1.5964837738095234
1.77,0.186,241.64,7.4,0.0,0.0,0.0,1.7174265544733052
1.774,0.184,241.58,7.4,0.0,0.0,0.0,1.7178858401875912
1.854,0.18,240.9,7.6,0.0,0.0,0.0,1.6161268239538231
1.846,0.176,239.64,7.6,0.0,0.0,0.0,1.73888960064935
1.274,0.182,241.27,5.4,0.0,0.0,0.0,1.240750983405484
1.166,0.178,240.52,4.8,0.0,0.0,0.0,1.063399369047619
1.044,0.098,240.58,4.4,0.0,0.0,0.0,1.0437381071428569
1.01,0.054,240.43,4.2,0.0,0.0,0.0,1.005095488455989
1.002,0.126,240.81,4.2,0.0,0.0,0.0,1.0037637384559888
1.066,0.18,240.99,4.4,0.0,1.0,0.0,1.040257952380953
1.238,0.172,239.5,5.2,0.0,1.0,0.0,1.1767221843434346
1.238,0.174,240.18,5.2,0.0,1.0,0.0,1.1833400732323232
1.232,0.172,239.87,5.2,0.0,2.0,0.0,1.1890123986291485
1.204,0.174,240.15,5.0,0.0,1.0,0.0,1.1724138611111106
0.918,0.18,240.63,3.8,0.0,2.0,0.0,0.8888713163780657
0.916,0.182,240.68,3.8,0.0,1.0,0.0,0.8938886973304466
0.916,0.18,240.67,3.8,0.0,1.0,0.0,0.8925668163780658
0.93,0.188,239.2,4.0,0.0,2.0,0.0,0.9083772539682539
1.01,0.308,239.6,4.4,0.0,1.0,0.0,0.9783421399711401
1.096,0.302,238.99,4.8,0.0,1.0,0.0,1.0275916746031737
1.354,0.322,239.46,5.8,0.0,2.0,0.0,1.260014841269841
1.338,0.322,239.05,5.8,0.0,1.0,0.0,1.259844841269841
1.18,0.308,239.05,5.2,0.0,2.0,0.0,1.15751725974026
1.03,0.304,239.33,4.4,0.0,1.0,0.0,1.0051010367965365
0.99,0.3,238.58,4.4,0.0,1.0,0.0,1.0044819534632032
0.99,0.304,238.9,4.4,0.0,1.0,0.0,1.0080190248917744
1.002,0.31,240.1,4.4,0.0,2.0,0.0,0.9865347867965367
1.01,0.312,240.71,4.4,0.0,1.0,0.0,1.0095065198412698
1.008,0.312,240.55,4.4,0.0,1.0,0.0,1.0061699166666669
1.0,0.31,240.39,4.4,0.0,1.0,0.0,1.0059875595238095
1.004,0.314,240.71,4.4,0.0,2.0,0.0,0.9843623571428567
1.002,0.302,240.61,4.4,0.0,1.0,0.0,1.0036701388888891
0.882,0.088,241.59,3.6,0.0,0.0,0.0,0.8554433821733824
1.098,0.052,239.87,4.6,0.0,0.0,0.0,0.9907415119047626
1.144,0.048,239.13,4.8,0.0,0.0,0.0,1.1272992341269843
0.98,0.054,239.83,4.0,0.0,0.0,0.0,0.9728940018870016
1.07,0.052,239.75,4.4,0.0,0.0,0.0,1.0127978730158735
1.014,0.116,240.19,4.2,0.0,0.0,0.0,1.0090226547619046
1.02,0.16,239.99,4.2,0.0,0.0,0.0,1.0023189365079366
1.93,0.168,239.5,8.6,0.0,0.0,0.0,1.9807987380952394
2.396,0.168,238.68,10.0,0.0,0.0,0.0,2.3874242604617617
2.436,0.166,238.65,10.2,0.0,0.0,0.0,2.4390052362914854
2.448,0.17,239.61,10.2,0.0,0.0,0.0,2.439323857142856
2.42,0.162,238.05,10.2,0.0,0.0,0.0,2.4159700750360753
2.44,0.168,238.96,10.2,0.0,0.0,0.0,2.4389564029581527
2.44,0.166,239.11,10.2,0.0,0.0,0.0,2.437806307720057
2.888,0.098,238.38,12.2,0.0,0.0,6.0,2.872579337301589
3.344,0.0,237.79,14.0,0.0,0.0,18.0,3.3418458546176026
3.318,0.0,237.25,14.0,0.0,0.0,18.0,3.3154288658008655
3.292,0.0,237.92,13.8,0.0,0.0,18.0,3.269533063492065
3.266,0.0,237.3,13.6,0.0,0.0,17.0,3.2270799155844156
2.908,0.0,237.2,12.4,0.0,0.0,18.0,2.9154420209235226
1.792,0.0,238.28,7.4,0.0,0.0,17.0,1.7648247499999987
1.79,0.0,238.48,7.4,0.0,0.0,18.0,1.77878928030303
1.81,0.0,239.43,7.4,0.0,0.0,17.0,1.794693645382395
1.824,0.0,239.57,7.6,0.0,0.0,18.0,1.8318608730158734
1.83,0.0,239.31,7.6,0.0,0.0,17.0,1.8280029722222233
1.924,0.156,240.01,8.0,0.0,0.0,18.0,1.9246734191919181
1.62,0.096,239.4,6.8,0.0,0.0,18.0,1.6472890079365083
1.97,0.204,239.05,8.6,0.0,0.0,17.0,1.9982938769841272
1.594,0.092,238.94,6.8,0.0,0.0,18.0,1.6199770988455995
1.602,0.08,239.16,6.6,0.0,0.0,17.0,1.5888570966810969
1.656,0.082,239.1,6.8,0.0,0.0,18.0,1.6413840591630602
1.468,0.064,238.68,6.2,0.0,0.0,17.0,1.4924098174603173
1.4,0.068,239.38,5.8,0.0,1.0,18.0,1.398097942640693
3.314,0.066,237.42,14.2,0.0,30.0,17.0,3.319227259379507
3.734,0.082,237.39,15.6,1.0,38.0,17.0,3.721117817460317
3.72,0.068,237.43,15.6,1.0,38.0,18.0,3.725092884920634
3.738,0.066,238.4,15.6,1.0,38.0,17.0,3.720514178571428
3.706,0.062,237.81,15.6,1.0,38.0,17.0,3.721396694444444
3.718,0.062,237.94,15.6,2.0,38.0,18.0,3.7178257619047606
3.73,0.056,237.71,15.6,1.0,38.0,17.0,3.7305425000000003
3.764,0.046,237.71,15.8,1.0,38.0,17.0,3.7571995912698437
3.746,0.052,237.66,15.6,1.0,38.0,18.0,3.7363719563492084
3.742,0.052,237.55,15.6,1.0,38.0,17.0,3.735441579365081
3.728,0.052,237.41,15.6,2.0,38.0,17.0,3.730550912698413
3.77,0.068,237.66,15.8,1.0,39.0,17.0,3.752609063492065
3.81,0.154,237.52,16.0,1.0,38.0,18.0,3.781559214285717
2.508,0.152,237.82,11.4,10.0,8.0,17.0,2.617220096320348
3.896,0.0,236.84,16.6,38.0,2.0,17.0,3.850155968808968
4.954,0.0,235.46,21.4,37.0,25.0,17.0,4.938444964285713
3.642,0.06,236.06,15.4,38.0,0.0,17.0,3.6443665833333334
3.686,0.072,238.14,15.4,38.0,1.0,18.0,3.6907338531746037
3.744,0.0,239.11,15.6,39.0,1.0,17.0,3.713833944444445
3.798,0.0,239.51,15.8,38.0,1.0,18.0,3.706582559523813
3.754,0.068,239.71,15.6,39.0,2.0,17.0,3.6879204166666675
3.7,0.066,239.45,15.4,38.0,1.0,18.0,3.6989884365079364
3.708,0.0,239.99,15.4,39.0,2.0,18.0,3.7012406071428536
3.694,0.0,240.54,15.2,39.0,0.0,17.0,3.668430464285716
3.656,0.05,240.43,15.2,38.0,1.0,18.0,3.662828000000001
3.67,0.066,239.99,15.2,39.0,1.0,18.0,3.6669475357142876
3.662,0.066,239.64,15.2,38.0,1.0,17.0,3.6596965555555574
3.688,0.07,239.43,15.4,38.0,1.0,18.0,3.696776722222223
3.704,0.062,239.54,15.4,39.0,2.0,17.0,3.6928267619047586
3.19,0.0,240.2,13.8,32.0,1.0,18.0,3.2274082261904766
1.574,0.0,240.48,6.6,1.0,3.0,18.0,1.5909498690476187
1.878,0.0,239.52,8.2,5.0,6.0,17.0,1.9132248549783537
1.648,0.0,238.98,6.8,1.0,4.0,18.0,1.6232461071428577
1.624,0.0,237.93,6.8,1.0,5.0,17.0,1.6215240317460322
1.624,0.0,237.76,6.8,1.0,4.0,17.0,1.6175832817460323
1.406,0.0,238.24,5.8,2.0,2.0,18.0,1.4081603214285716
1.36,0.052,237.91,5.6,1.0,0.0,17.0,1.3566808611111112
1.352,0.052,237.82,5.6,1.0,0.0,18.0,1.3541623015873014
1.426,0.0,237.54,6.0,1.0,0.0,17.0,1.4410775238095235
1.452,0.072,237.28,6.0,1.0,0.0,17.0,1.4472835238095234
1.462,0.076,238.21,6.0,1.0,0.0,17.0,1.4515117896825394
1.456,0.078,238.66,6.0,2.0,0.0,18.0,1.4540745212842707
1.448,0.076,238.01,6.0,1.0,0.0,17.0,1.4468295238095235
1.446,0.078,238.2,6.0,1.0,0.0,18.0,1.448753961399711
1.446,0.078,238.13,6.0,1.0,0.0,17.0,1.4474564246031738
1.448,0.078,238.53,6.0,1.0,0.0,17.0,1.4519465277777777
1.456,0.08,239.15,6.0,2.0,0.0,18.0,1.4557596641414137
1.452,0.076,238.25,6.0,1.0,0.0,17.0,1.4515117896825394
1.456,0.08,238.76,6.0,1.0,0.0,18.0,1.4568985173160172
1.458,0.086,238.62,6.0,1.0,0.0,17.0,1.4568522662337657
1.424,0.114,238.03,6.0,1.0,0.0,18.0,1.4302193221500716
1.43,0.126,239.14,6.0,1.0,0.0,17.0,1.4320813441558438
1.416,0.12,238.86,5.8,0.0,0.0,18.0,1.3940364206349214
1.352,0.0,237.82,5.6,1.0,0.0,17.0,1.3561846587301587
1.31,0.046,238.56,5.4,0.0,0.0,17.0,1.3122456049783546
1.364,0.0,238.6,5.6,1.0,0.0,18.0,1.3585361150793644
1.366,0.0,239.06,5.6,2.0,0.0,17.0,1.3588840753968259
1.376,0.0,240.19,5.6,1.0,0.0,18.0,1.3669528809523814
1.364,0.048,239.57,5.6,1.0,0.0,18.0,1.3608911190476198
1.36,0.048,239.13,5.6,1.0,0.0,17.0,1.3566119285714284
1.376,0.0,240.67,5.6,2.0,0.0,18.0,1.3717246489898995
1.378,0.0,240.74,5.6,1.0,0.0,18.0,1.3709471251803753
1.386,0.0,240.68,5.8,1.0,0.0,17.0,1.4063242817460317
1.326,0.0,240.11,5.4,1.0,0.0,18.0,1.3269792341269837
1.372,0.0,239.89,5.6,1.0,0.0,18.0,1.365517845238096
3.032,0.06,237.97,13.2,27.0,0.0,17.0,3.0332375555555573
3.596,0.0,237.8,15.0,38.0,0.0,17.0,3.5862665627983144
3.642,0.0,238.07,15.2,38.0,0.0,18.0,3.6369592896825393
3.614,0.0,237.34,15.2,38.0,0.0,17.0,3.609494734126985
3.598,0.0,236.65,15.2,37.0,0.0,17.0,3.588868668109667
3.592,0.0,236.68,15.0,38.0,0.0,17.0,3.5663129581807067
3.596,0.0,236.8,15.2,37.0,0.0,17.0,3.594949072871574
3.57,0.0,236.1,15.0,37.0,0.0,17.0,3.549704615079366
3.556,0.0,235.35,15.0,37.0,0.0,17.0,3.5499043452380965
3.538,0.0,236.67,14.8,38.0,0.0,18.0,3.5229545753968243
3.488,0.07,235.52,14.8,37.0,0.0,17.0,3.500294523809524
3.532,0.0,235.57,15.0,37.0,0.0,17.0,3.55161675
3.57,0.046,235.74,15.0,37.0,1.0,17.0,3.558111419913419
3.614,0.066,236.61,15.2,37.0,1.0,17.0,3.591207803030302
3.728,0.182,237.64,15.6,38.0,2.0,17.0,3.725499285714286
1.954,0.198,239.74,9.0,10.0,1.0,18.0,2.0640627045454556
1.492,0.198,240.3,6.2,0.0,1.0,17.0,1.4863479087301585
1.488,0.198,240.02,6.2,0.0,2.0,18.0,1.4760056388888887
1.49,0.202,240.11,6.2,0.0,1.0,18.0,1.486275618686869
1.498,0.232,239.23,6.2,0.0,2.0,17.0,1.48180182936508
1.482,0.202,239.28,6.2,1.0,1.0,18.0,1.4822723488455996
1.474,0.196,239.34,6.2,0.0,2.0,17.0,1.4728625079365083
1.472,0.194,239.43,6.2,0.0,1.0,18.0,1.4739833333333334
1.478,0.198,240.09,6.2,0.0,1.0,17.0,1.4786689920634926
1.484,0.202,240.7,6.2,0.0,2.0,18.0,1.491019472222223
1.48,0.2,240.53,6.2,0.0,1.0,18.0,1.4864556944444451
1.476,0.2,240.43,6.2,0.0,1.0,18.0,1.4844571468253966
1.47,0.198,240.0,6.2,0.0,2.0,17.0,1.4750617103174608
1.474,0.212,239.54,6.2,0.0,1.0,18.0,1.4785959206349204
1.41,0.098,239.56,5.8,0.0,1.0,17.0,1.392844614718615
1.38,0.066,240.48,5.6,0.0,2.0,18.0,1.3659250515873014
1.396,0.072,241.94,5.8,0.0,1.0,18.0,1.3992777063492061
1.396,0.07,242.06,5.8,0.0,1.0,18.0,1.4028132500000001
1.394,0.07,241.89,5.8,0.0,1.0,18.0,1.399752658730159
1.392,0.07,241.7,5.6,0.0,2.0,18.0,1.359657247835498
1.36,0.0,241.97,5.6,0.0,0.0,18.0,1.3675275847763353
1.322,0.05,241.99,5.4,0.0,0.0,17.0,1.318594174603175
1.322,0.05,241.82,5.4,0.0,0.0,18.0,1.3210991746031748
1.312,0.052,241.0,5.4,0.0,0.0,18.0,1.315226128066378
1.314,0.052,241.06,5.4,0.0,0.0,18.0,1.3148848820346317
1.312,0.052,240.95,5.4,0.0,0.0,18.0,1.31479572005772
1.314,0.052,241.11,5.4,0.0,0.0,17.0,1.3144422391774888
1.318,0.05,241.56,5.4,0.0,0.0,18.0,1.3223365476190478
1.322,0.05,241.9,5.4,0.0,0.0,18.0,1.320647841269842
0.95,0.046,241.9,4.4,0.0,0.0,13.0,1.0184756984126988
0.244,0.0,242.16,1.0,0.0,0.0,0.0,0.2420407994227992
0.242,0.0,241.74,1.0,0.0,0.0,0.0,0.24175601118326115
0.242,0.0,241.61,1.0,0.0,0.0,0.0,0.23871947619047607
0.242,0.0,241.28,1.0,0.0,0.0,0.0,0.23930351190476176
0.24,0.0,240.41,1.0,0.0,0.0,0.0,0.23911259992784992
0.24,0.0,240.27,1.0,0.0,0.0,0.0,0.24087774278499274
0.24,0.046,239.81,1.0,0.0,0.0,0.0,0.23625543478743488
0.242,0.0,240.89,1.0,0.0,0.0,0.0,0.23173696825396828
0.24,0.0,240.83,1.0,0.0,0.0,0.0,0.23089051587301593
0.31,0.0,240.77,1.4,0.0,0.0,0.0,0.29672687423687416
0.446,0.196,241.02,2.0,0.0,0.0,0.0,0.42912815476190486
0.424,0.192,240.8,2.0,0.0,0.0,0.0,0.4284787222222224
0.422,0.192,240.44,1.8,0.0,0.0,0.0,0.41228069047619015
0.418,0.192,240.68,1.8,0.0,0.0,0.0,0.41065986507936486
0.414,0.186,239.56,1.8,0.0,0.0,0.0,0.4151432103174601
0.414,0.188,239.66,1.8,0.0,0.0,0.0,0.4150767103174601
0.416,0.186,239.42,1.8,0.0,0.0,0.0,0.4151432103174601
0.394,0.154,239.83,1.8,0.0,0.0,0.0,0.40395007142857153
0.338,0.088,240.03,1.4,0.0,0.0,0.0,0.3266493571428572
0.336,0.084,239.49,1.4,0.0,0.0,0.0,0.325745123015873
0.334,0.084,239.53,1.4,0.0,0.0,0.0,0.32756207539682536
0.588,0.088,240.96,3.2,0.0,0.0,0.0,0.6571495288600289
1.678,0.066,239.01,7.0,0.0,0.0,0.0,1.684518456349207
0.974,0.12,239.62,4.8,0.0,0.0,0.0,1.041080670634921
0.562,0.0,240.02,3.4,0.0,0.0,0.0,0.6874197640692641
0.25,0.0,240.32,1.0,0.0,0.0,0.0,0.24126476659451654
0.24,0.0,240.57,1.0,0.0,0.0,0.0,0.23743234992784992
0.242,0.0,241.13,1.0,0.0,0.0,0.0,0.23433935317460308
0.244,0.0,242.05,1.0,0.0,0.0,0.0,0.24006657215007204
0.244,0.0,242.08,1.0,0.0,0.0,0.0,0.2355992619047618
0.242,0.0,241.67,1.0,0.0,0.0,0.0,0.23694722546897526
0.244,0.0,242.29,1.0,0.0,0.0,0.0,0.24287288672438667
0.246,0.0,241.74,1.0,0.0,0.0,0.0,0.24175601118326115
0.246,0.0,241.83,1.0,0.0,0.0,0.0,0.23672515873015854
